seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	2574592	2574812	221	*	ARPE19_peak_70	91	.	3.37331	12.19338	9.19787	160	Intron (uc021oey.1/100287898, intron 6 of 6)	1	2522081	2564481	42401	2	79258	uc001ajy.2	-10111	ENSG00000142606	MMEL1	membrane metalloendopeptidase like 1
chr1	3168449	3168992	544	*	ARPE19_peak_81	35	.	3.00546	6.04263	3.52832	139	Intron (uc001akc.3/63976, intron 3 of 16)	1	3044539	3044599	61	1	100422968	uc021oez.1	123910	ENSG00000283572	MIR4251	microRNA 4251
chr1	3400299	3400625	327	*	ARPE19_peak_89	24	.	2.31959	4.72793	2.43482	254	Distal Intergenic	1	3388171	3397677	9507	1	27237	uc010nzh.2	12128	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
chr1	3541168	3541647	480	*	ARPE19_peak_96	224	.	5.53471	26.14767	22.4062	244	Promoter	1	3541556	3546694	5139	1	127262	uc001akm.3	0	ENSG00000158109	TPRG1L	tumor protein p63 regulated 1 like
chr1	3679313	3679513	201	*	ARPE19_peak_101	51	.	3.14534	7.84798	5.16444	88	Intron (uc001akv.2/148870, intron 6 of 11)	1	3689334	3692546	3213	1	388588	uc031pkx.1	-9821	ENSG00000235169	SMIM1	small integral membrane protein 1 (Vel blood group)
chr1	3689072	3689285	214	*	ARPE19_peak_102	59	.	2.96	8.73276	5.97122	88	Promoter	1	3689334	3692546	3213	1	388588	uc031pkx.1	-49	ENSG00000235169	SMIM1	small integral membrane protein 1 (Vel blood group)
chr1	3773583	3774118	536	*	ARPE19_peak_107	111	.	4.1841	14.22925	11.10557	232	Promoter	1	3773845	3782564	8720	1	1677	uc009vln.1	0	ENSG00000169598	DFFB	DNA fragmentation factor subunit beta
chr1	3816547	3817740	1194	*	ARPE19_peak_110	168	.	4.16667	20.29822	16.85059	817	Promoter	1	3816968	3832011	15044	1	100133612	uc001alg.3	0	ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134
chr1	3817809	3818135	327	*	ARPE19_peak_111	221	.	4.66667	25.83452	22.11147	152	Promoter	1	3816968	3833879	16912	1	100133612	uc001alh.4	841	ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134
chr1	5006239	5006501	263	*	ARPE19_peak_120	32	.	2.90237	5.7638	3.29739	104	Distal Intergenic	1	4715105	4843851	128747	1	55966	uc001aln.3	291134	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	5006743	5007105	363	*	ARPE19_peak_121	21	.	2.57453	4.40156	2.15319	174	Distal Intergenic	1	4715105	4843851	128747	1	55966	uc001aln.3	291638	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	5853399	5853712	314	*	ARPE19_peak_128	62	.	3.43249	8.99955	6.21805	130	Distal Intergenic	1	5922732	5922801	70	2	100616421	uc021ofn.1	69089	ENSG00000264101	MIR4689	microRNA 4689
chr1	6052273	6052825	553	*	ARPE19_peak_132	375	.	6.64557	41.97168	37.55457	322	Promoter	1	5922870	6052533	129664	2	261734	uc001alq.2	0	ENSG00000131697	NPHP4	nephrocystin 4
chr1	6259528	6259925	398	*	ARPE19_peak_136	291	.	6.50888	33.21932	29.15882	157	Promoter	1	6245080	6259679	14600	2	6146	uc001amd.3	0	ENSG00000116251	RPL22	ribosomal protein L22
chr1	6342204	6342403	200	*	ARPE19_peak_139	23	.	2.20588	4.66384	2.37936	133	Intron (uc001amq.3/11332, intron 7 of 8)	1	6307406	6321035	13630	2	387509	uc001amp.2	-21169	ENSG00000158292	GPR153	G protein-coupled receptor 153
chr1	6438267	6438476	210	*	ARPE19_peak_142	34	.	2.88221	5.88866	3.40997	101	Intron (uc001ams.3/11332, intron 1 of 8)	1	6324332	6445883	121552	2	11332	uc001ams.3	7407	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6639875	6640293	419	*	ARPE19_peak_149	95	.	3.52	12.62119	9.59438	167	Promoter	1	6640056	6649340	9285	1	3104	uc009vmc.2	0	ENSG00000204859	ZBTB48	zinc finger and BTB domain containing 48
chr1	6673479	6674031	553	*	ARPE19_peak_151	319	.	6.87251	36.12377	31.94057	192	Promoter	1	6673756	6684093	10338	1	148479	uc001aob.4	0	ENSG00000116273	PHF13	PHD finger protein 13
chr1	6844974	6845568	595	*	ARPE19_peak_154	584	.	8.98778	63.48072	58.41746	401	Promoter	1	6845384	6932107	86724	1	23261	uc001aoh.3	0	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7764558	7764855	298	*	ARPE19_peak_174	81	.	4.00517	11.0519	8.12443	160	Intron (uc001aoi.3/23261, intron 11 of 22)	1	7740148	7829766	89619	1	23261	uc001aok.4	24410	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7831033	7831659	627	*	ARPE19_peak_175	206	.	6.81115	24.30337	20.65125	292	Promoter	1	7831329	7841492	10164	1	9341	uc001aol.3	0	ENSG00000049245	VAMP3	vesicle associated membrane protein 3
chr1	7843845	7844477	633	*	ARPE19_peak_176	212	.	6.05701	24.95587	21.27557	415	Promoter	1	7844380	7864018	19639	1	8863	uc001aon.3	0	ENSG00000049246	PER3	period circadian regulator 3
chr1	8021259	8022073	815	*	ARPE19_peak_183	424	.	8.40517	46.99559	42.402	319	Promoter	1	8021714	8045342	23629	1	11315	uc001aou.4	0	ENSG00000116288	PARK7	Parkinsonism associated deglycase
chr1	8086246	8086502	257	*	ARPE19_peak_186	57	.	3.77359	8.51696	5.77695	179	Promoter	1	8071779	8086393	14615	2	54206	uc001aoz.3	0	ENSG00000116285	ERRFI1	ERBB receptor feedback inhibitor 1
chr1	8585449	8586249	801	*	ARPE19_peak_201	59	.	4.08381	8.73715	5.97122	182	Promoter	1	8420172	8585844	165673	2	473	uc010nzx.1	0	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8877581	8878067	487	*	ARPE19_peak_206	85	.	4.16667	11.53964	8.58691	191	Promoter	1	8412464	8877699	465236	2	473	uc001ape.3	0	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8938607	8938955	349	*	ARPE19_peak_210	107	.	3.85996	13.81233	10.71744	170	Promoter	1	8938894	8939943	1050	1	100505975	uc021oft.1	0	ENSG00000230679	ENO1-AS1	ENO1 antisense RNA 1
chr1	9118056	9118311	256	*	ARPE19_peak_213	35	.	2.92621	6.01269	3.52234	187	5' UTR	1	9097005	9109319	12315	2	6518	uc010nzy.2	-8737	ENSG00000142583	SLC2A5	solute carrier family 2 member 5
chr1	9599193	9599521	329	*	ARPE19_peak_232	266	.	6.7757	30.64077	26.69624	171	Promoter	1	9599528	9642831	43304	1	84275	uc001apw.3	-7	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9648548	9648854	307	*	ARPE19_peak_234	84	.	3.71134	11.41083	8.46486	177	Promoter	1	9648932	9665020	16089	1	199953	uc001apy.3	-78	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9927568	9927834	267	*	ARPE19_peak_240	39	.	2.8481	6.49907	3.94646	171	Intron (uc001aqk.1/56998, intron 5 of 5)	1	9908334	9970316	61983	2	56998	uc001aqk.1	42482	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	9970163	9970827	665	*	ARPE19_peak_242	246	.	5.79439	28.4583	24.61098	475	Promoter	1	9908334	9970316	61983	2	56998	uc001aqk.1	0	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	10003289	10003635	347	*	ARPE19_peak_243	161	.	5.5409	19.56804	16.15471	191	Promoter	1	10003486	10045556	42071	1	64802	uc001aqp.3	0	ENSG00000173614	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
chr1	10092648	10093272	625	*	ARPE19_peak_244	219	.	6.25	25.63549	21.92146	187	Promoter	1	10093041	10241296	148256	1	10277	uc001aqr.4	0	ENSG00000130939	UBE4B	ubiquitination factor E4B
chr1	10269903	10270665	763	*	ARPE19_peak_247	142	.	4.92958	17.52937	14.22773	576	Promoter	1	10270764	10334469	63706	1	23095	uc009vmt.3	-99	ENSG00000054523	KIF1B	kinesin family member 1B
chr1	10458633	10459201	569	*	ARPE19_peak_251	198	.	5.44148	23.45016	19.8417	369	Promoter	1	10459085	10480201	21117	1	5226	uc001arc.3	0	ENSG00000142657	PGD	phosphogluconate dehydrogenase
chr1	10490627	10490887	261	*	ARPE19_peak_252	63	.	3.47222	9.12737	6.33813	133	Promoter	1	10490804	10512060	21257	1	100526739	uc021ogf.1	0	ENSG00000251503	CENPS-CORT	CENPS-CORT readthrough
chr1	10532485	10532820	336	*	ARPE19_peak_254	111	.	4.37788	14.31557	11.18771	185	Promoter	1	10520603	10532613	12011	2	1676	uc001arj.3	0	ENSG00000160049	DFFA	DNA fragmentation factor subunit alpha
chr1	10534812	10535435	624	*	ARPE19_peak_255	83	.	3.89151	11.2415	8.30433	134	Promoter	1	10535003	10580067	45065	1	5195	uc001arl.3	0	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	11322443	11322998	556	*	ARPE19_peak_276	375	.	8.06818	41.92872	37.51298	356	Promoter	1	11166588	11322608	156021	2	2475	uc001asd.3	0	ENSG00000198793	MTOR	mechanistic target of rapamycin kinase
chr1	11332816	11333629	814	*	ARPE19_peak_277	115	.	4.49173	14.70267	11.55627	628	Promoter	1	11333255	11348491	15237	1	29914	uc001asg.3	0	ENSG00000120942	UBIAD1	UbiA prenyltransferase domain containing 1
chr1	11741128	11741831	704	*	ARPE19_peak_282	97	.	3.79507	12.75878	9.72502	137	Promoter	1	11734537	11741495	6959	2	10459	uc001asp.3	0	ENSG00000116670	MAD2L2	mitotic arrest deficient 2 like 2
chr1	11863606	11863939	334	*	ARPE19_peak_287	208	.	4.73761	24.55627	20.89342	134	Promoter	1	11845787	11863440	17654	2	4524	uc001atb.1	-166	ENSG00000177000	MTHFR	methylenetetrahydrofolate reductase
chr1	11865515	11866307	793	*	ARPE19_peak_288	201	.	4.78395	23.78164	20.15808	464	Promoter	1	11866153	11876844	10692	1	1185	uc009vne.2	0	ENSG00000011021	CLCN6	chloride voltage-gated channel 6
chr1	12039948	12040670	723	*	ARPE19_peak_295	240	.	5.32258	27.85036	24.03224	363	Promoter	1	12040238	12073572	33335	1	9927	uc001atn.4	0	ENSG00000116688	MFN2	mitofusin 2
chr1	12079153	12079727	575	*	ARPE19_peak_297	301	.	6.35209	34.30337	30.1954	306	Promoter	1	12079299	12092106	12808	1	60672	uc001ato.2	0	ENSG00000116691	MIIP	migration and invasion inhibitory protein
chr1	12664311	12664711	401	*	ARPE19_peak_318	211	.	5.50098	24.84351	21.16832	237	Intron (uc001aub.3/9249, intron 1 of 5)	1	12640551	12656106	15556	2	9249	uc001aue.1	-8205	ENSG00000162496	DHRS3	dehydrogenase/reductase 3
chr1	12679950	12680149	200	*	ARPE19_peak_320	58	.	2.9654	8.56715	5.8244	56	Distal Intergenic	1	12640131	12677820	37690	2	9249	uc001aud.4	-2130	ENSG00000162496	DHRS3	dehydrogenase/reductase 3
chr1	14075611	14076581	971	*	ARPE19_peak_335	95	.	4.87805	12.54393	9.52069	256	Promoter	1	14075856	14107358	31503	1	7799	uc021ogk.1	0	ENSG00000116731	PRDM2	PR/SET domain 2
chr1	15573626	15573850	225	*	ARPE19_peak_377	28	.	2.9052	5.22635	2.84146	27	Promoter	1	15573768	15672019	98252	1	114827	uc001awa.1	0	ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15666847	15667168	322	*	ARPE19_peak_381	42	.	3.10174	6.90116	4.2997	126	Intron (uc001awa.1/114827, intron 13 of 15)	1	15668232	15711054	42823	1	114827	uc001awd.1	-1064	ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15850674	15851709	1036	*	ARPE19_peak_384	245	.	4.9458	28.41801	24.57261	307	Promoter	1	15817324	15850940	33617	2	842	uc001awm.2	0	ENSG00000132906	CASP9	caspase 9
chr1	15853001	15853502	502	*	ARPE19_peak_385	160	.	4.17867	19.48335	16.07401	259	Promoter	1	15853352	15893091	39740	1	23341	uc001awr.1	0	ENSG00000116138	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
chr1	15943570	15944075	506	*	ARPE19_peak_389	257	.	6.62791	29.64117	25.74107	171	Promoter	1	15943953	15960796	16844	1	84301	uc001aww.3	0	ENSG00000197312	DDI2	DNA damage inducible 1 homolog 2
chr1	16173657	16174336	680	*	ARPE19_peak_401	76	.	3.6017	10.5213	7.63239	490	Promoter	1	16174359	16266950	92592	1	23013	uc001axk.1	-23	ENSG00000065526	SPEN	spen family transcriptional repressor
chr1	16175840	16176039	200	*	ARPE19_peak_402	43	.	2.91667	6.90276	4.30124	167	Intron (uc001axk.1/23013, intron 1 of 14)	1	16160710	16174642	13933	2	729614	uc001axj.2	-1198	ENSG00000179743	FLJ37453	uncharacterized LOC729614
chr1	16302311	16302761	451	*	ARPE19_peak_412	83	.	3.99002	11.28316	8.34361	265	Promoter	1	16268364	16302627	34264	2	7709	uc001axl.4	0	ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17
chr1	16339414	16340027	614	*	ARPE19_peak_414	72	.	3.10606	10.13465	7.27744	518	Downstream (<1kb)	1	16340523	16345285	4763	2	27129	uc001axo.2	5258	ENSG00000173641	HSPB7	heat shock protein family B (small) member 7
chr1	16543835	16544208	374	*	ARPE19_peak_430	238	.	5.51664	27.61997	23.81204	189	Distal Intergenic	1	16524599	16539104	14506	2	128272	uc001ayc.1	-4731	ENSG00000142632	ARHGEF19	Rho guanine nucleotide exchange factor 19
chr1	16678916	16679455	540	*	ARPE19_peak_433	191	.	6.14754	22.72633	19.15506	185	Promoter	1	16576559	16678948	102390	2	54455	uc001ayg.3	0	ENSG00000037637	FBXO42	F-box protein 42
chr1	16693521	16693884	364	*	ARPE19_peak_434	178	.	5.38117	21.31846	17.81536	146	Promoter	1	16693525	16722607	29083	1	26099	uc010ocb.2	0	ENSG00000055070	SZRD1	SUZ RNA binding domain containing 1
chr1	16693952	16694193	242	*	ARPE19_peak_435	26	.	2.59594	5.0628	2.69607	62	Promoter	1	16693525	16724643	31119	1	26099	uc031plh.1	427	ENSG00000055070	SZRD1	SUZ RNA binding domain containing 1
chr1	16766942	16767406	465	*	ARPE19_peak_437	148	.	4.83871	18.23796	14.89757	176	Promoter	1	16767167	16786584	19418	1	55707	uc001ayo.3	0	ENSG00000157191	NECAP2	NECAP endocytosis associated 2
chr1	16825623	16825822	200	*	ARPE19_peak_438	29	.	2.97806	5.40325	2.98789	67	Distal Intergenic	1	16793931	16819196	25266	2	114819	uc001ayt.2	-6427	ENSG00000080947	CROCCP3	CROCC pseudogene 3
chr1	16886457	16886717	261	*	ARPE19_peak_440	53	.	3.89818	8.03239	5.32311	116	Downstream (2-3kb)	1	16875409	16875482	74	1	100500876	uc021ogu.1	11048	ENSG00000263811	MIR3675	microRNA 3675
chr1	16892513	16892829	317	*	ARPE19_peak_442	53	.	3.03605	8.07161	5.35979	142	Intron (uc001ayw.4/55672, intron 26 of 28)	1	16875409	16875482	74	1	100500876	uc021ogu.1	17104	ENSG00000263811	MIR3675	microRNA 3675
chr1	16893473	16893839	367	*	ARPE19_peak_443	208	.	5.625	24.56175	20.89851	175	3' UTR	1	16875409	16875482	74	1	100500876	uc021ogu.1	18064	ENSG00000263811	MIR3675	microRNA 3675
chr1	16939690	16940449	760	*	ARPE19_peak_446	341	.	5.07172	38.42794	34.15047	394	Promoter	1	16888922	16940100	51179	2	55672	uc001ayw.4	0	ENSG00000219481	NBPF1	NBPF member 1
chr1	16947497	16947792	296	*	ARPE19_peak_447	69	.	2.62636	9.78143	6.94372	176	Intron (uc010ocf.2/84809, intron 2 of 3)	1	16944751	16952994	8244	2	84809	uc010ocf.2	5202	ENSG00000215908	CROCCP2	CROCC pseudogene 2
chr1	16957385	16957661	277	*	ARPE19_peak_450	61	.	2.58985	8.96288	6.18379	155	Promoter	1	16944751	16957604	12854	2	84809	uc001aze.3	0	ENSG00000215908	CROCCP2	CROCC pseudogene 2
chr1	17051309	17051636	328	*	ARPE19_peak_459	31	.	2.44698	5.57571	3.12799	285	Distal Intergenic	1	17017713	17046652	28940	2	284729	uc001azn.1	-4657	NA	ESPNP	espin pseudogene
chr1	17231249	17231577	329	*	ARPE19_peak_466	285	.	6.81319	32.62998	28.59608	153	Intron (uc009voy.1/9696, intron 1 of 8)	1	17248445	17299474	51030	1	9696	uc001azt.2	-16868	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17240182	17240703	522	*	ARPE19_peak_467	293	.	6.45472	33.43372	29.36382	245	Intron (uc009voy.1/9696, intron 1 of 8)	1	17248445	17299474	51030	1	9696	uc001azt.2	-7742	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17338472	17338698	227	*	ARPE19_peak_470	49	.	2.85962	7.60362	4.93667	56	Promoter	1	17312453	17338423	25971	2	23400	uc001bac.2	-49	ENSG00000159363	ATP13A2	ATPase cation transporting 13A2
chr1	17380463	17380925	463	*	ARPE19_peak_472	213	.	5.86283	25.0743	21.38399	283	Promoter	1	17345225	17380665	35441	2	6390	uc001bae.3	0	ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B
chr1	17866699	17867092	394	*	ARPE19_peak_487	39	.	2.74102	6.48329	3.93207	241	Promoter	1	17866330	18024370	158041	1	55160	uc001ban.3	369	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
chr1	19283140	19283533	394	*	ARPE19_peak_516	130	.	4.31862	16.23766	13.00353	197	Promoter	1	19230774	19282826	52053	2	126917	uc001bbd.2	-314	ENSG00000169991	IFFO2	intermediate filament family orphan 2
chr1	19536661	19537180	520	*	ARPE19_peak_523	120	.	4.98575	15.2638	12.083	185	Promoter	1	19401000	19536746	135747	2	23352	uc001bbi.3	0	ENSG00000127481	UBR4	ubiquitin protein ligase E3 component n-recognin 4
chr1	19577974	19578316	343	*	ARPE19_peak_524	39	.	2.83613	6.46041	3.9112	63	Promoter	1	19542158	19578053	35896	2	23065	uc001bbo.4	0	ENSG00000127463	EMC1	ER membrane protein complex subunit 1
chr1	19811718	19812224	507	*	ARPE19_peak_533	129	.	4.53564	16.12969	12.90056	359	Promoter	1	19665267	19812066	146800	2	832	uc001bce.3	0	ENSG00000077549	CAPZB	capping actin protein of muscle Z-line subunit beta
chr1	19923236	19923573	338	*	ARPE19_peak_536	137	.	4.98753	17.02578	13.7476	143	Promoter	1	19923471	19984949	61479	1	100532736	uc009vpl.2	0	ENSG00000158747	MICOS10-NBL1	MICOS10-NBL1 readthrough
chr1	20031149	20031348	200	*	ARPE19_peak_540	42	.	3.15789	6.85889	4.26037	39	Intron (uc001bcn.3/255104, intron 13 of 15)	1	19991780	20006055	14276	1	3362	uc001bcl.3	39369	ENSG00000158748	HTR6	5-hydroxytryptamine receptor 6
chr1	20042047	20042427	381	*	ARPE19_peak_541	128	.	5.12821	16.04282	12.81746	197	Intron (uc001bcn.3/255104, intron 13 of 15)	1	19991780	20006055	14276	1	3362	uc001bcl.3	50267	ENSG00000158748	HTR6	5-hydroxytryptamine receptor 6
chr1	20208708	20209079	372	*	ARPE19_peak_548	45	.	3.19693	7.17772	4.55486	67	Promoter	1	20208888	20239437	30550	1	23252	uc001bcs.4	0	ENSG00000169914	OTUD3	OTU deubiquitinase 3
chr1	20834138	20834795	658	*	ARPE19_peak_560	58	.	3.54331	8.63307	5.88613	210	Promoter	1	20825941	20834674	8734	2	79594	uc001bdi.4	0	ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1
chr1	20987800	20988255	456	*	ARPE19_peak_566	186	.	4.87805	22.17517	18.6282	196	Promoter	1	20978260	20988037	9778	2	1650	uc001bdo.1	0	ENSG00000244038	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
chr1	21023038	21023566	529	*	ARPE19_peak_567	92	.	3.59649	12.22022	9.22321	384	Intron (uc009vpx.3/57576, intron 1 of 8)	1	20990507	21024981	34475	2	57576	uc009vpx.3	1415	ENSG00000117245	KIF17	kinesin family member 17
chr1	21058761	21058967	207	*	ARPE19_peak_568	51	.	2.78207	7.81708	5.13555	93	Promoter	1	21046225	21059133	12909	2	400745	uc001bdt.1	166	ENSG00000189410	SH2D5	SH2 domain containing 5
chr1	21113107	21113728	622	*	ARPE19_peak_570	148	.	5.24297	18.22458	14.88476	183	Promoter	1	21069171	21113124	43954	2	50809	uc001bdv.1	0	ENSG00000127483	HP1BP3	heterochromatin protein 1 binding protein 3
chr1	21502233	21502673	441	*	ARPE19_peak_575	91	.	4.47761	12.13532	9.14249	183	Promoter	1	21132785	21503381	370597	2	8672	uc001bee.3	708	ENSG00000075151	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
chr1	21671907	21672208	302	*	ARPE19_peak_581	77	.	3.43228	10.61566	7.72186	113	Promoter	1	21543740	21672034	128295	2	1889	uc001bem.2	0	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	21766473	21766693	221	*	ARPE19_peak_583	90	.	4.34174	12.05657	9.06808	97	Promoter	1	21766583	21811393	44811	1	84224	uc001ber.4	0	ENSG00000142794	NBPF3	NBPF member 3
chr1	22109574	22109878	305	*	ARPE19_peak_592	91	.	3.93013	12.18622	9.19133	115	Promoter	1	22004792	22109688	104897	2	84196	uc001bfb.3	0	ENSG00000090686	USP48	ubiquitin specific peptidase 48
chr1	22351423	22351739	317	*	ARPE19_peak_601	132	.	4.92424	16.46873	13.22351	179	Promoter	1	22351707	22357715	6009	1	29092	uc001bfm.4	0	ENSG00000218510	LINC00339	long intergenic non-protein coding RNA 339
chr1	22379006	22379296	291	*	ARPE19_peak_602	152	.	5.36649	18.62487	15.26064	144	Promoter	1	22379120	22413359	34240	1	998	uc009vqg.1	0	ENSG00000070831	CDC42	cell division cycle 42
chr1	22778148	22778469	322	*	ARPE19_peak_608	159	.	5.60109	19.36926	15.97057	133	Promoter	1	22778344	22857650	79307	1	9923	uc001bft.2	0	ENSG00000184677	ZBTB40	zinc finger and BTB domain containing 40
chr1	22778616	22778858	243	*	ARPE19_peak_609	46	.	3.2967	7.24519	4.61779	172	Promoter	1	22778344	22857650	79307	1	9923	uc009vqi.1	272	ENSG00000184677	ZBTB40	zinc finger and BTB domain containing 40
chr1	23236745	23236944	200	*	ARPE19_peak_620	36	.	2.74949	6.17844	3.65266	116	Exon (uc009vqj.1/2048, exon 14 of 17)	1	23189652	23189719	68	2	100422914	uc021oic.1	-47026	ENSG00000264014	MIR4253	microRNA 4253
chr1	23426579	23427050	472	*	ARPE19_peak_624	71	.	4.26621	10.04636	7.19392	274	Intron (uc001bgk.2/7798, intron 3 of 4)	1	23370798	23370865	68	1	100422866	uc021oid.1	55781	ENSG00000263793	MIR3115	microRNA 3115
chr1	23670654	23671472	819	*	ARPE19_peak_632	334	.	7.63889	37.71722	33.46807	359	Promoter	1	23636276	23670853	34578	2	10236	uc001bgp.4	0	ENSG00000125944	HNRNPR	heterogeneous nuclear ribonucleoprotein R
chr1	23694494	23695062	569	*	ARPE19_peak_633	144	.	4.61847	17.73431	14.41661	400	Promoter	1	23685941	23694879	8939	2	80818	uc001bgt.3	0	ENSG00000125945	ZNF436	zinc finger protein 436
chr1	23695245	23695779	535	*	ARPE19_peak_634	91	.	3.76984	12.14052	9.14758	177	Promoter	1	23695464	23698330	2867	1	148898	uc001bgw.3	0	ENSG00000249087	ZNF436-AS1	ZNF436 antisense RNA 1
chr1	23730262	23730669	408	*	ARPE19_peak_639	65	.	3.63409	9.39232	6.58781	164	Intron (uc021oig.1/6920, intron 5 of 10)	1	23710671	23720526	9856	2	6920	uc009vqm.2	-9736	ENSG00000204219	TCEA3	transcription elongation factor A3
